,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,Color,Image_link
982,982,982,758,29494869,TORPARÖ,Outdoor furniture,"SR1,395",No old price,True,https://www.ikea.com/sa/en/p/torparoe-table-4-reclining-chairs-outdoor-white-white-grey-s29494869/,No,"Table+4 reclining chairs, outdoor, white/white/grey,",Unknown,,,,Outdoor,
983,983,983,759,30534586,HISHULT,Cabinets & cupboards,SR45,No old price,True,https://www.ikea.com/sa/en/p/hishult-handle-porcelain-white-30534586/,No,"Handle, porcelain white,",K Hagberg/M Hagberg,37.0,,12.0,Porcelain white,
984,984,984,760,40495792,VIMLE,Armchairs & chaise longues,SR845,No old price,True,https://www.ikea.com/sa/en/p/vimle-cover-for-3-seat-section-gunnared-medium-grey-40495792/,Yes,"Cover for 3-seat section, Gunnared medium grey",Ehlén Johansson,57.0,9.0,38.0,"Saxemara black-blue,Saxemara light blue,Hallarp beige,Hallarp grey,Gunnared beige,Gunnared medium grey",
985,985,985,761,50474143,EKET,Chests of drawers & drawer units,SR115,SR57,True,https://www.ikea.com/sa/en/p/eket-cabinet-grey-turquoise-50474143/,No,"Cabinet, grey-turquoise,",Jon Karlsson,25.0,35.0,35.0,Grey-turquoise,
986,986,986,762,10515800,LINDÅSEN,Bookcases & shelving units,SR69,No old price,True,https://www.ikea.com/sa/en/p/lindasen-display-shelf-anthracite-10515800/,No,"Display shelf, anthracite,",Andreas Fredriksson,7.0,,75.0,Anthracite,
987,987,987,763,99247173,HEMNES,Beds,"SR2,920",No old price,True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-4-storage-boxes-grey-stained-leirsund-s99247173/,Yes,"Bed frame with 4 storage boxes, grey stained/Leirsund,",IKEA of Sweden,,,,"Grey stained,White stain",
988,988,988,764,10565357,EKTORP,Armchairs & chaise longues,SR445,No old price,True,https://www.ikea.com/sa/en/p/ektorp-cover-for-2-seat-sofa-kilanda-light-beige-10565357/,Yes,"Cover for 2-seat sofa, Kilanda light beige",IKEA of Sweden,57.0,9.0,38.0,"Hakebo dark grey,Hakebo grey-green,Kilanda dark blue,Kilanda light beige,Karlshov beige/multicolour",
989,989,989,765,30135658,GLENN,Dining furniture,SR579,No old price,True,https://www.ikea.com/sa/en/p/glenn-bar-stool-white-chrome-plated-30135658/,No,"Bar stool, white/chrome-plated,",Marcus Arvonen,40.0,77.0,37.0,White/chrome-plated,
990,990,990,766,9336395,PAX / FORSAND/ÅHEIM,Wardrobes,"SR2,210","SR2,435",True,https://www.ikea.com/sa/en/p/pax-forsand-aheim-wardrobe-combination-white-mirror-glass-s09336395/,No,"Wardrobe combination, white/mirror glass,",Ehlén Johansson/IKEA of Sweden,,,,White/mirror glass,
991,991,991,767,20424362,FYRESDAL,Beds,SR845,SR495,True,https://www.ikea.com/sa/en/p/fyresdal-day-bed-frame-black-20424362/,No,"Day-bed frame, black,",K Hagberg/M Hagberg,200.0,94.0,80.0,Black,
992,992,992,768,79478089,PAX / TYSSEDAL,Wardrobes,"SR8,400","SR9,330",False,https://www.ikea.com/sa/en/p/pax-tyssedal-wardrobe-combination-white-white-s79478089/,No,"Wardrobe combination, white/white,",Unknown,,,,White/white,
993,993,993,769,9422736,SKYTTA / MEHAMN,Wardrobes,"SR1,875","SR1,975",True,https://www.ikea.com/sa/en/p/skytta-mehamn-sliding-door-combination-white-double-sided-white-stained-oak-effect-s09422736/,No,"Sliding door combination, white/double sided white stained oak effect,",Unknown,,,,White/double sided white stained oak effect,
994,994,994,770,410101,VIPPÄRT,Dining furniture,SR45,No old price,True,https://www.ikea.com/sa/en/p/vippaert-chair-cushion-beige-00410101/,No,"Chair cushion, beige,",IKEA of Sweden,38.0,,38.0,Beige,
995,995,995,771,89287433,BILLY / OXBERG,Bookcases & shelving units,SR788,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-w-hght-ext-ut-pnl-glss-drs-white-glass-s89287433/,No,"Bookcase w hght ext ut/pnl/glss drs, white/glass,",IKEA of Sweden,,,,White/glass,
996,996,996,772,79515077,TROFAST,Nursery furniture,SR215,SR235,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-with-box-trays-grey-grey-light-red-s79515077/,No,"Storage combination with box/trays, grey grey/light red,",Unknown,,,,Grey grey/light red,
997,997,997,773,89449647,SÖDERHAMN,Armchairs & chaise longues,"SR2,140",No old price,True,https://www.ikea.com/sa/en/p/soederhamn-armchair-fridtuna-light-beige-s89449647/,Yes,"Armchair, Fridtuna light beige",Unknown,,,,"Tonerud grey,Fridtuna light beige,Fridtuna dark grey,Gransel natural colour,Viarp beige",
998,998,998,774,69325214,PLATSA,Cabinets & cupboards,"SR4,390","SR4,615",True,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-7-doors-6-drawers-white-fonnes-white-s69325214/,No,"Wardrobe with 7 doors+6 drawers, white/Fonnes white,",IKEA of Sweden/Ola Wihlborg,,,,White/fonnes white,
999,999,999,775,39495057,TARVA,Beds,SR975,No old price,True,https://www.ikea.com/sa/en/p/tarva-bed-frame-pine-lindbaden-s39495057/,No,"Bed frame, pine/Lindbåden,",Unknown,,,,Pine/lindbåden,
1000,1000,1000,776,79330663,BESTÅ,TV & media furniture,"SR1,210",No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-black-brown-lappviken-black-brown-s79330663/,Yes,"TV bench with doors, black-brown/Lappviken black-brown,",IKEA of Sweden,,,,"Black-brown/Lappviken black-brown,Black-brown/Lappviken light grey-brown,White/Lappviken light grey-brown,White/Lappviken white,White/Hanviken white,White/Laxviken white,Black-brown/Mörtviken black,Black-brown Hedeviken/dark brown oak veneer,Black-brown/Hjortviken brown,Black-brown/Kallviken concrete effect,Black-brown/Selsviken high-gloss/black,Grey stained walnut effect/Selsviken high-gloss/white,White/Kallviken dark grey,White/Selsviken high-gloss/white,White/Bergsviken beige,White Björköviken/birch veneer",
1001,1001,1001,777,49432291,PAX / MEHAMN,Wardrobes,"SR2,970","SR3,300",False,https://www.ikea.com/sa/en/p/pax-mehamn-wardrobe-combination-double-sided-beige-s49432291/,No,"Wardrobe combination, double sided beige,",Unknown,,,,Double sided beige,
1002,1002,1002,778,59426157,SMÅSTAD / PLATSA,Nursery furniture,SR689,SR734,True,https://www.ikea.com/sa/en/p/smastad-platsa-wardrobe-white-pale-turquoise-s59426157/,Yes,"Wardrobe, white/pale turquoise,",Unknown,,,,"White/pale turquoise,White/green,White/pale pink,White/white,White/with frame",
1003,1003,1003,779,39442097,SÖDERHAMN,Armchairs & chaise longues,"SR2,155",No old price,True,https://www.ikea.com/sa/en/p/soederhamn-armchair-gransel-natural-colour-s39442097/,Yes,"Armchair, Gransel natural colour",Unknown,,,,"Tonerud grey,Fridtuna light beige,Fridtuna dark grey,Gransel natural colour,Viarp beige",
1004,1004,1004,780,251135,LINNMON,Tables & desks,SR99,No old price,True,https://www.ikea.com/sa/en/p/linnmon-table-top-white-00251135/,Yes,"Table top, white,",IKEA of Sweden,100.0,,60.0,"Black-brown,White",
1005,1005,1005,781,79422733,SKYTTA / HOKKSUND/AULI,Wardrobes,"SR4,900","SR4,950",True,https://www.ikea.com/sa/en/p/skytta-hokksund-auli-sliding-door-combination-aluminium-high-gloss-light-grey-mirror-glass-s79422733/,No,"Sliding door combination, aluminium/high-gloss light grey mirror glass,",Unknown,,,,Aluminium/high-gloss light grey mirror glass,
1006,1006,1006,782,59239504,NORDLI,Chests of drawers & drawer units,"SR2,325",No old price,True,https://www.ikea.com/sa/en/p/nordli-chest-of-8-drawers-white-s59239504/,No,"Chest of 8 drawers, white,",Ola Wihlborg,,,,White,
1007,1007,1007,783,324561,TOSTERÖ,Outdoor furniture,SR99,SR49,True,https://www.ikea.com/sa/en/p/tosteroe-parasol-cover-black-00324561/,No,"Parasol cover, black,",IKEA of Sweden,220.0,,,Black,
1008,1008,1008,784,10264302,OLOV,Tables & desks,SR75,No old price,True,https://www.ikea.com/sa/en/p/olov-leg-adjustable-white-10264302/,Yes,"Leg, adjustable, white",IKEA of Sweden,,90.0,,"Black,White",
1009,1009,1009,785,40434322,VOXLÖV,Dining furniture,SR999,No old price,True,https://www.ikea.com/sa/en/p/voxloev-dining-table-light-bamboo-40434322/,No,"Dining table, light bamboo,",Francis Cayouette,180.0,75.0,90.0,Light bamboo,
1010,1010,1010,786,39184343,BRIMNES,TV & media furniture,"SR1,198",No old price,True,https://www.ikea.com/sa/en/p/brimnes-tv-storage-combination-white-s39184343/,No,"TV storage combination, white,",K Hagberg/M Hagberg,,,,White,
1011,1011,1011,787,9303502,PAX / FARDAL,Wardrobes,"SR2,950","SR3,325",True,https://www.ikea.com/sa/en/p/pax-fardal-wardrobe-white-high-gloss-white-s09303502/,No,"Wardrobe, white/high-gloss/white,",Ehlén Johansson/IKEA of Sweden,,,,White/high-gloss/white,
1012,1012,1012,788,89425910,BESTÅ,"Sideboards, buffets & console tables","SR1,317",No old price,True,https://www.ikea.com/sa/en/p/besta-wall-mounted-cabinet-combination-white-lappviken-white-s89425910/,Yes,"Wall-mounted cabinet combination, white/Lappviken white,",Unknown,,,,"Black-brown/Lappviken black-brown,Black-brown/Lappviken light grey-brown,White/Lappviken light grey-brown,White/Lappviken white,White/Hanviken white,Black-brown/Mörtviken black,Black-brown Hedeviken/dark brown stained oak veneer,Black-brown/Kallviken concrete effect,White Bergsviken/beige marble effect,White/Selsviken high-gloss/white,White/Björköviken birch veneer",
1013,1013,1013,789,89426146,SMÅSTAD / PLATSA,Nursery furniture,SR769,No old price,True,https://www.ikea.com/sa/en/p/smastad-platsa-wardrobe-white-white-s89426146/,Yes,"Wardrobe, white/white,",Unknown,,,,"White/pale turquoise,White/green,White/pale pink,White/white,White/with frame",
1014,1014,1014,790,50420386,VEDBO,Dining furniture,"SR2,999",No old price,True,https://www.ikea.com/sa/en/p/vedbo-dining-table-black-50420386/,No,"Dining table, black,",Francis Cayouette,240.0,75.0,105.0,Black,
1015,1015,1015,791,9437115,PLATSA,Cabinets & cupboards,"SR2,660","SR2,785",True,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-5-doors-3-drawers-white-fonnes-white-s09437115/,No,"Wardrobe with 5 doors+3 drawers, white/Fonnes white,",Unknown,,,,White/fonnes white,
1016,1016,1016,792,50511230,RÖNNINGE,Dining furniture,"SR1,299",No old price,True,https://www.ikea.com/sa/en/p/roenninge-bar-table-birch-50511230/,No,"Bar table, birch,",Marianne Hagberg,75.0,105.0,75.0,Birch,
1017,1017,1017,793,20278855,KLIPPAN,Armchairs & chaise longues,SR199,No old price,True,https://www.ikea.com/sa/en/p/klippan-cover-for-2-seat-sofa-vissle-grey-20278855/,Yes,"Cover for 2-seat sofa, Vissle grey",IKEA of Sweden,,,,"Vissle blue,Vissle yellow-green,Vissle grey,Vansbro black,Kabusa dark grey",
1018,1018,1018,794,19392395,VIMLE,Sofas,"SR1,145",No old price,True,https://www.ikea.com/sa/en/p/vimle-1-seat-section-gunnared-beige-s19392395/,Yes,"1-seat section, Gunnared beige",Unknown,,,,"Saxemara black-blue,Saxemara light blue,Hallarp beige,Gunnared beige,Gunnared medium grey",
1019,1019,1019,795,70301537,KALLAX,Room dividers,"SR1,249",No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-70301537/,Yes,"Shelving unit, white,",IKEA of Sweden,39.0,182.0,182.0,"Black-brown,White,Walnut effect light grey",
1020,1020,1020,796,69514728,LANESUND,Dining furniture,"SR5,990",No old price,True,https://www.ikea.com/sa/en/p/lanesund-storage-combination-grey-brown-s69514728/,No,"Storage combination, grey-brown,",Unknown,,,,Grey-brown,
1021,1021,1021,797,10493799,PÄRUP,Armchairs & chaise longues,SR695,No old price,True,https://www.ikea.com/sa/en/p/paerup-cover-for-2-seat-sofa-gunnared-beige-10493799/,Yes,"Cover for 2-seat sofa, Gunnared beige",Ola Wihlborg,57.0,9.0,38.0,"Vissle dark green,Vissle grey,Gunnared beige,Gunnared dark grey",
1022,1022,1022,798,99481632,EKEDALEN / SIGTRYGG,Furniture sets,"SR2,135",No old price,True,https://www.ikea.com/sa/en/p/ekedalen-sigtrygg-table-and-4-chairs-dark-brown-dark-brown-black-s99481632/,Yes,"Table and 4 chairs, dark brown/dark brown black,",Unknown,,,,"Dark brown,Brown,Oak,White",
1023,1023,1023,799,59429735,PAX / TYSSEDAL,Wardrobes,"SR2,735","SR3,025",False,https://www.ikea.com/sa/en/p/pax-tyssedal-wardrobe-combination-white-white-s59429735/,Yes,"Wardrobe combination, white/white,",Unknown,,,,"White/white,White/mirror glass",
1024,1024,1024,800,90571397,LÅNESPELARE,Gaming furniture,SR49,No old price,True,https://www.ikea.com/sa/en/p/lanespelare-microphone-arm-with-screw-mount-anthracite-90571397/,No,"Microphone arm, with screw mount/anthracite",IKEA of Sweden,,,,With screw mount/anthracite,
1025,1025,1025,801,99494724,SKRUVBY,Cabinets & cupboards,SR850,No old price,True,https://www.ikea.com/sa/en/p/skruvby-storage-combination-white-s99494724/,Yes,"Storage combination, white,",Unknown,,,,"Black-blue,White",
1026,1026,1026,802,60308695,TROFAST,Nursery furniture,,No old price,True,https://www.ikea.com/sa/en/p/trofast-frame-light-white-stained-pine-60308695/,No,"Frame, light white stained pine,",Studio Copenhagen,44.0,91.0,94.0,Light white stained pine,
1027,1027,1027,803,69057522,TYSSEDAL,Beds,,No old price,True,https://www.ikea.com/sa/en/p/tyssedal-bed-frame-white-s69057522/,No,"Bed frame, white,",Ebba Strandmark/IKEA of Sweden,,,,White,
1028,1028,1028,804,19494978,MALM,Beds,SR845,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-lindbaden-s19494978/,Yes,"Bed frame, high, white/Lindbåden,",Unknown,,,,"Black-brown,White",
1029,1029,1029,805,90400517,EKEDALEN,Dining furniture,"SR1,445",No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bar-table-dark-brown-90400517/,Yes,"Bar table, dark brown,",Ehlén Johansson,120.0,105.0,80.0,"White,Dark brown",
1030,1030,1030,806,59017838,BILLY,Bookcases & shelving units,"SR2,001",No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-s59017838/,No,"Bookcase, white,",Gillis Lundgren/IKEA of Sweden,,,,White,
1031,1031,1031,807,79912760,NORBERG / NISSE,Dining furniture,SR448,No old price,True,https://www.ikea.com/sa/en/p/norberg-nisse-table-and-1-chair-white-chrome-plated-white-s79912760/,No,"Table and 1 chair, white/chrome-plated white,",Lisa Norinder/Marcus Arvonen,,,,White/chrome-plated white,
1032,1032,1032,808,89221475,IKEA PS 2012 / TEODORES,Dining furniture,"SR1,093",No old price,True,https://www.ikea.com/sa/en/p/ikea-ps-2012-teodores-table-and-2-chairs-bamboo-white-white-s89221475/,No,"Table and 2 chairs, bamboo white/white",David Wahl/Jon Karlsson,,,,Bamboo white/white,
1033,1033,1033,809,69388635,HAUGA,Furniture sets,"SR1,840",No old price,True,https://www.ikea.com/sa/en/p/hauga-storage-combination-grey-s69388635/,Yes,"Storage combination, grey,",Ola Wihlborg,,,,"Grey,White",
1034,1034,1034,810,511223,KALLHÄLL,Dining furniture,SR745,SR845,True,https://www.ikea.com/sa/en/p/kallhaell-gateleg-table-with-storage-white-light-grey-00511223/,Yes,"Gateleg table with storage, white/light grey,",Andreas Fredriksson,145.0,75.0,98.0,"Black/dark grey,White/light grey",
1035,1035,1035,811,30498927,LACK,TV & media furniture,SR399,No old price,True,https://www.ikea.com/sa/en/p/lack-tv-bench-white-30498927/,Yes,"TV bench, white,",IKEA of Sweden,35.0,36.0,160.0,"Black-brown,White",
1036,1036,1036,812,40497263,BACKSÄLEN,Armchairs & chaise longues,SR645,No old price,True,https://www.ikea.com/sa/en/p/backsaelen-cover-for-1-5-seat-armchair-hallarp-grey-40497263/,Yes,"Cover for 1,5-seat armchair, Hallarp grey",Andreas Fredriksson,57.0,5.0,38.0,"Blekinge white,Hallarp grey,Katorp natural",
1037,1037,1037,813,9482706,LANEBERG / EKEDALEN,Furniture sets,"SR2,719",No old price,False,https://www.ikea.com/sa/en/p/laneberg-ekedalen-table-and-6-chairs-white-white-orrsta-light-grey-s09482706/,No,"Table and 6 chairs, white white/Orrsta light grey,",Unknown,,,,White white/orrsta light grey,
1038,1038,1038,814,79533260,TROFAST,Nursery furniture,SR690,SR770,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-light-white-stained-pine-grey-blue-s79533260/,Yes,"Storage combination, light white stained pine/grey-blue,",Unknown,,,,"Light white stained pine grey-blue/dark grey,Light white stained pine grey-blue/light green-grey,Light white stained pine/grey-blue,Light white stained pine/light green-grey,Light white stained pine/light red",
1039,1039,1039,815,29520161,OLAUS,Bookcases & shelving units,SR158,No old price,True,https://www.ikea.com/sa/en/p/olaus-2-shelf-sections-s29520161/,No,"2 shelf sections,",Unknown,,,,,
1040,1040,1040,816,49302685,BESTÅ,Dining furniture,"SR1,900",No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-drawers-white-lappviken-sindvik-stubbarp-white-clear-glass-s49302685/,Yes,"Storage combination with drawers, white Lappviken/Sindvik/Stubbarp white clear glass,",IKEA of Sweden/Marcus Arvonen,,,,"Black-brown/Lappviken/Stubbarp black-brown,White/Lappviken/Stubbarp white,White/Hanviken/Stubbarp white,Black-brown Lappviken/Sindvik/Stubbarp black-brown clear glass,White Lappviken/Sindvik/Stubbarp white clear glass,White/Selsviken/Stubbarp high-gloss/white",
