item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width
99011764,MELLTORP / MARIUS,Tables & desks,149,SR 175,TRUE,https://www.ikea.com/sa/en/p/melltorp-marius-table-and-2-stools-white-black-s99011764/,No,"        Table and 2 stools,          75 cm",Ola Wihlborg/Lisa Norinder,,72,75
418376,LIDKULLEN,Chairs,350,No old price,TRUE,https://www.ikea.com/sa/en/p/lidkullen-active-sit-stand-support-gunnared-beige-00418376/,Yes,        Active sit/stand support,E Thomasson/P Süssmann,,,60
59297438,JONAXEL,Chests of drawers & drawer units,140,No old price,TRUE,https://www.ikea.com/sa/en/p/jonaxel-frame-with-wire-baskets-castors-s59297438/,No,"        Frame with wire baskets/castors,          25x51x73 cm",IKEA of Sweden,51,73,25
9288224,STENSELE,Tables & desks,550,No old price,TRUE,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s09288224/,No,"        Bar table,          70 cm",Maja Ganszyniec,,105,
60384335,SAKARIAS,Chairs,95,No old price,TRUE,https://www.ikea.com/sa/en/p/sakarias-cover-for-chair-with-armrests-sporda-dark-grey-60384335/,No,        Cover for chair with armrests,IKEA of Sweden/E Strandmark,,,
217797,GUNDE,Chairs,30,No old price,TRUE,https://www.ikea.com/sa/en/p/gunde-folding-chair-black-00217797/,No,        Folding chair,K Hagberg/M Hagberg,45,78,41
50461230,SMÅGÖRA,Beds,595,No old price,TRUE,https://www.ikea.com/sa/en/p/smagoera-cot-white-50461230/,No,"        Cot,          60x120 cm",IKEA of Sweden,,79,66
20396646,HEMNES,Cabinets & cupboards,595,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-high-cabinet-with-glass-door-white-20396646/,No,"        High cabinet with glass door,          42x38x131 cm",IKEA of Sweden,38,131,42
80339790,HACKÅS,Cabinets & cupboards,17,No old price,TRUE,https://www.ikea.com/sa/en/p/hackas-knob-anthracite-80339790/,No,"        Knob,          15 mm",J Löfgren/J Pettersson,18,,24
333278,BROR,Bookcases & shelving units,90,No old price,TRUE,https://www.ikea.com/sa/en/p/bror-post-black-00333278/,No,"        Post,          110 cm",IKEA of Sweden,4,110,
80278273,HILVER,Tables & desks,100,No old price,TRUE,https://www.ikea.com/sa/en/p/hilver-leg-cone-shaped-bamboo-80278273/,No,"        Leg cone-shaped,          70 cm",Chenyi Ke,,700,
9187809,ELVARLI,Wardrobes,3913,"SR 4,510",TRUE,https://www.ikea.com/sa/en/p/elvarli-3-sections-white-s09187809/,No,"        3 sections,          258x51x222-350 cm",Ehlén Johansson,50,,258
