item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width
79521667,EKET,Chests of drawers & drawer units,"SR1,318",No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-light-grey-blue-s79521667/,Yes,"Wall-mounted cabinet combination, white/light grey-blue,",Unknown,,,
99904392,PAX,Wardrobes,"SR1,040","SR1,150",TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-with-2-doors-white-fardal-high-gloss-white-s99904392/,Yes,"Wardrobe with 2 doors, white/Fardal high-gloss/white,",IKEA of Sweden,,,
99541947,ALEX,Chests of drawers & drawer units,SR375,No old price,TRUE,https://www.ikea.com/sa/en/p/alex-storage-unit-on-castors-grey-turquoise-black-s99541947/,Yes,"Storage unit on castors, grey-turquoise/black,",Unknown,,,
9388191,BERGMUND,Bar furniture,SR445,SR465,TRUE,https://www.ikea.com/sa/en/p/bergmund-bar-stool-with-backrest-white-orrsta-light-grey-s09388191/,Yes,"Bar stool with backrest, white/Orrsta light grey,",IKEA of Sweden/K Hagberg/M Hagberg,,,
89420489,BESTÅ,TV & media furniture,"SR1,255",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-white-lappviken-stubbarp-light-grey-brown-s89420489/,Yes,"TV bench with doors, white/Lappviken/Stubbarp light grey-brown,",Unknown,,,
60131734,GLENN,Bar furniture,SR499,No old price,TRUE,https://www.ikea.com/sa/en/p/glenn-bar-stool-white-chrome-plated-60131734/,No,"Bar stool, white/chrome-plated,",Marcus Arvonen,40,66,37
60261037,ARKELSTORP,Tables & desks,"SR1,295",No old price,TRUE,https://www.ikea.com/sa/en/p/arkelstorp-desk-black-60261037/,No,"Desk, black,",Ebba Strandmark,70,74,140
70263856,BILLY,Bookcases & shelving units,SR159,,FALSE,https://www.ikea.com/sa/en/p/billy-height-extension-unit-black-brown-70263856/,Yes,"Height extension unit, black-brown,",IKEA of Sweden,28,35,80
39420298,BESTÅ,TV & media furniture,"SR1,710",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-and-door-black-brown-hedeviken-dark-brown-stained-oak-veneer-s39420298/,Yes,"TV bench with drawers and door, black-brown Hedeviken/dark brown stained oak veneer,",Unknown,,,
50452297,HEMNES,Cabinets & cupboards,"SR1,945",No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-glass-door-cabinet-with-3-drawers-black-brown-light-brown-50452297/,Yes,"Glass-door cabinet with 3 drawers, black-brown/light brown,",Carina Bengs,37,197,90
9480378,TROFAST,Nursery furniture,SR195,SR215,TRUE,https://www.ikea.com/sa/en/p/trofast-storage-combination-with-box-trays-white-turquoise-s09480378/,Yes,"Storage combination with box/trays, white/turquoise,",Unknown,,,
29194427,HEMNES,Beds,"SR2,275",SR300,TRUE,https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-4-storage-boxes-white-stain-s29194427/,Yes,"Bed frame with 4 storage boxes, white stain,",Carina Bengs/IKEA of Sweden,,,
29320652,PLATSA,Cabinets & cupboards,"SR1,540","SR1,640",TRUE,https://www.ikea.com/sa/en/p/platsa-wall-storage-white-fonnes-white-s29320652/,No,"Wall storage, white Fonnes/white,",IKEA of Sweden,,,
99387521,SMÅSTAD / PLATSA,Nursery furniture,SR655,SR680,FALSE,https://www.ikea.com/sa/en/p/smastad-platsa-chest-of-3-drawers-white-white-s99387521/,Yes,"Chest of 3 drawers, white/white,",Unknown,,,
69408676,BESTÅ,TV & media furniture,"SR3,605",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-white-smeviken-kabbarp-white-clear-glass-s69408676/,Yes,"TV storage combination/glass doors, white/Smeviken/Kabbarp white clear glass,",Unknown,,,
519506,KIVIK,Armchairs & chaise longues,"SR1,695",No old price,TRUE,https://www.ikea.com/sa/en/p/kivik-footstool-grann-bomstad-black-00519506/,No,"Footstool, Grann/Bomstad black",Ola Wihlborg,70,43,90
89442679,KALLAX,Bookcases & shelving units,SR649,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-underframe-grey-wood-effect-black-s89442679/,Yes,"Shelving unit with underframe, grey wood effect/black,",Unknown,,,
89384660,BERGMUND,Bar furniture,SR445,SR465,TRUE,https://www.ikea.com/sa/en/p/bergmund-bar-stool-with-backrest-white-gunnared-medium-grey-s89384660/,Yes,"Bar stool with backrest, white/Gunnared medium grey,",IKEA of Sweden/K Hagberg/M Hagberg,,,
69389654,ESPEVÄR/VESTERÖY,Beds,"SR3,165",No old price,TRUE,https://www.ikea.com/sa/en/p/espevaer-vesteroey-divan-bed-white-firm-light-blue-s69389654/,No,"Divan bed, white/firm light blue,",IKEA of Sweden/Ola Wihlborg/Paulin Machado,,,
60136680,VEJMON,Tables & desks,SR599,No old price,TRUE,https://www.ikea.com/sa/en/p/vejmon-coffee-table-black-brown-60136680/,No,"Coffee table, black-brown,",Ehlén Johansson,,48,
19426357,SMÅSTAD / PLATSA,Nursery furniture,SR944,SR969,TRUE,https://www.ikea.com/sa/en/p/smastad-platsa-wardrobe-white-with-frame-with-2-clothes-rails-s19426357/,Yes,"Wardrobe, white with frame/with 2 clothes rails,",Unknown,,,
40511080,NORRMANSÖ,Dining furniture,SR365,No old price,TRUE,https://www.ikea.com/sa/en/p/norrmansoe-chair-outdoor-in-outdoor-beige-acacia-40511080/,No,"Chair, outdoor, in/outdoor beige/acacia",Francis Cayouette,40,45,43
19277036,MÖCKELBY / FANBYN,Dining furniture,"SR6,045",No old price,TRUE,https://www.ikea.com/sa/en/p/moeckelby-fanbyn-table-and-6-chairs-oak-white-s19277036/,No,"Table and 6 chairs, oak/white,",Marcus Arvonen,,,
89325963,BURHULT / SIBBHULT,Bookcases & shelving units,SR31,No old price,TRUE,https://www.ikea.com/sa/en/p/burhult-sibbhult-wall-shelf-white-white-s89325963/,No,"Wall shelf, white/white,",IKEA of Sweden,,,
50423573,VEDBO,Armchairs & chaise longues,"SR1,095",No old price,TRUE,https://www.ikea.com/sa/en/p/vedbo-armchair-gunnared-blue-50423573/,Yes,"Armchair, Gunnared blue",Francis Cayouette,48,44,45
59398673,BRIMNES / BURHULT,TV & media furniture,"SR2,381","SR2,385",TRUE,https://www.ikea.com/sa/en/p/brimnes-burhult-tv-storage-combination-white-s59398673/,No,"TV storage combination, white,",Unknown,,,
9102532,TROFAST,Nursery furniture,SR540,SR605,TRUE,https://www.ikea.com/sa/en/p/trofast-storage-combination-light-white-stained-pine-white-s09102532/,No,"Storage combination, light white stained pine/white,",Studio Copenhagen,,,
30292323,TOSTERÖ,Outdoor furniture,SR269,No old price,TRUE,https://www.ikea.com/sa/en/p/tosteroe-cover-for-furniture-set-dining-set-black-30292323/,No,"Cover for furniture set, dining set/black,",IKEA of Sweden,145,120,145
19287714,SOLLERÖN,Outdoor furniture,"SR1,510","SR1,520",FALSE,https://www.ikea.com/sa/en/p/solleroen-armchair-outdoor-dark-grey-froesoen-duvholmen-beige-s19287714/,Yes,"Armchair, outdoor, dark grey/Frösön/Duvholmen beige",Eva Lilja Löwenhielm/IKEA of Sweden/Jonas Hultqvist,,,
60415054,HAUGA,Bookcases & shelving units,SR945,No old price,TRUE,https://www.ikea.com/sa/en/p/hauga-high-cabinet-with-2-doors-grey-60415054/,Yes,"High cabinet with 2 doors, grey,",Ola Wihlborg,46,199,70
89494423,BILLY / HÖGBO,Bookcases & shelving units,SR534,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-hoegbo-bookcase-combination-w-glass-doors-white-s89494423/,Yes,"Bookcase combination w glass doors, white,",Unknown,,,
29497293,GRÅSALA / ÖSTANÖ,Furniture sets,SR591,No old price,FALSE,https://www.ikea.com/sa/en/p/grasala-oestanoe-table-and-4-chairs-grey-remmarn-red-brown-s29497293/,No,"Table and 4 chairs, grey/Remmarn red-brown,",Unknown,,,
60453767,RAKKESTAD,Wardrobes,SR895,No old price,TRUE,https://www.ikea.com/sa/en/p/rakkestad-wardrobe-with-sliding-doors-black-brown-60453767/,No,"Wardrobe with sliding doors, black-brown,",IKEA of Sweden,55,176,117
90474768,TROTTEN,Tables & desks,SR145,SR159,TRUE,https://www.ikea.com/sa/en/p/trotten-noticeboard-white-90474768/,Yes,"Noticeboard, white,",Francis Cayouette,76,,33
89428744,SMÅSTAD,Nursery furniture,"SR1,328","SR1,428",TRUE,https://www.ikea.com/sa/en/p/smastad-wardrobe-with-pull-out-unit-white-cork-with-clothing-rod-s89428744/,Yes,"Wardrobe with pull-out unit, white/cork with clothing rod,",Unknown,,,
80369112,NORDVIKEN,Dining furniture,SR449,No old price,TRUE,https://www.ikea.com/sa/en/p/nordviken-bar-stool-with-backrest-black-80369112/,No,"Bar stool with backrest, black,",Francis Cayouette,34,75,40
20399895,PERSHULT,Bookcases & shelving units,SR30,No old price,TRUE,https://www.ikea.com/sa/en/p/pershult-bracket-white-20399895/,No,"Bracket, white,",Jingbei Zheng,30,30,
89420314,BESTÅ,TV & media furniture,"SR1,710",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-and-door-black-brown-hjortviken-brown-s89420314/,Yes,"TV bench with drawers and door, black-brown/Hjortviken brown,",Unknown,,,
526903,KIVIK,Armchairs & chaise longues,SR200,No old price,TRUE,https://www.ikea.com/sa/en/p/kivik-cover-for-footstool-with-storage-tibbleby-beige-grey-00526903/,Yes,"Cover for footstool with storage, Tibbleby beige/grey",Ola Wihlborg,37,5,25
60526085,STYRSPEL,Gaming furniture,"SR1,395",No old price,TRUE,https://www.ikea.com/sa/en/p/styrspel-gaming-chair-grey-red-60526085/,Yes,"Gaming chair, grey/red",David Wahl,47,118,71
69277307,LEIRVIK,Beds,"SR1,445",No old price,TRUE,https://www.ikea.com/sa/en/p/leirvik-bed-frame-white-loenset-s69277307/,No,"Bed frame, white/Lönset,",Carina Bengs/IKEA of Sweden,,,
70519027,SÖDERHAMN,Armchairs & chaise longues,SR60,No old price,TRUE,https://www.ikea.com/sa/en/p/soederhamn-cover-for-armrest-tonerud-grey-70519027/,Yes,"Cover for armrest, Tonerud grey",Ola Wihlborg,37,4,25
69422743,SKYTTA / HOKKSUND,Wardrobes,"SR4,200",No old price,TRUE,https://www.ikea.com/sa/en/p/skytta-hokksund-sliding-door-combination-black-high-gloss-light-grey-s69422743/,No,"Sliding door combination, black/high-gloss light grey,",Unknown,,,
50515445,GRÅSALA,Dining furniture,SR129,No old price,TRUE,https://www.ikea.com/sa/en/p/grasala-bar-stool-grey-50515445/,No,"Bar stool, grey,",IKEA of Sweden,,62,
29424230,VIMLE,Armchairs & chaise longues,"SR1,725",No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-cover-for-corner-sofa-5-seat-with-wide-armrests-saxemara-light-blue-s29424230/,Yes,"Cover for corner sofa, 5-seat, with wide armrests/Saxemara light blue",Unknown,,,
49270321,LANDSKRONA,Sofas,"SR2,995",No old price,TRUE,https://www.ikea.com/sa/en/p/landskrona-3-seat-sofa-gunnared-light-green-metal-s49270321/,Yes,"3-seat sofa, Gunnared light green/metal",IKEA of Sweden/Tord Björklund,,,
9424047,SKYTTA / MEHAMN/AULI,Wardrobes,"SR4,625","SR4,725",TRUE,https://www.ikea.com/sa/en/p/skytta-mehamn-auli-sliding-door-combination-aluminium-white-stained-oak-effect-mirror-glass-s09424047/,No,"Sliding door combination, aluminium/white stained oak effect mirror glass,",Unknown,,,
60439776,BRUSALI,TV & media furniture,SR545,No old price,FALSE,https://www.ikea.com/sa/en/p/brusali-tv-bench-brown-60439776/,No,"TV bench, brown,",IKEA of Sweden,36,85,120
69326096,TRANHULT / SANDSHULT,Bookcases & shelving units,SR159,No old price,TRUE,https://www.ikea.com/sa/en/p/tranhult-sandshult-wall-shelf-aspen-s69326096/,Yes,"Wall shelf, aspen,",Unknown,,,
9385705,IVAR,Cabinets & cupboards,"SR1,430",SR5,TRUE,https://www.ikea.com/sa/en/p/ivar-storage-combination-with-doors-pine-s09385705/,No,"Storage combination with doors, pine,",IKEA of Sweden,,,
40076093,ANTILOP,Nursery furniture,SR20,SR59,TRUE,https://www.ikea.com/sa/en/p/antilop-highchair-tray-white-40076093/,No,"Highchair tray, white",IKEA of Sweden,42,,42
30428920,EKET,Chests of drawers & drawer units,SR275,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-with-2-drawers-dark-grey-30428920/,Yes,"Cabinet with 2 drawers, dark grey,",Unknown,35,35,35
10497815,MOSSLANDA,Bookcases & shelving units,SR35,No old price,TRUE,https://www.ikea.com/sa/en/p/mosslanda-picture-ledge-white-stained-pine-effect-10497815/,Yes,"Picture ledge, white stained pine effect,",M Warnhammar/A Fredriksson,12,,55
79408949,GRÖNLID,Armchairs & chaise longues,"SR1,075",No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-cover-for-2-seat-sofa-ljungen-light-red-s79408949/,Yes,"Cover for 2-seat sofa, Ljungen light red",Unknown,,,
29243022,SANNIDAL,Cabinets & cupboards,SR80,SR325,TRUE,https://www.ikea.com/sa/en/p/sannidal-door-with-hinges-white-s29243022/,No,"Door with hinges, white,",IKEA of Sweden,,,
29018740,BRIMNES,Beds,"SR1,525","SR1,650",TRUE,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-loenset-s29018740/,No,"Bed frame with storage, white/Lönset,",IKEA of Sweden/K Hagberg/M Hagberg,,,
19480392,TROFAST,Nursery furniture,SR195,SR215,TRUE,https://www.ikea.com/sa/en/p/trofast-storage-combination-with-box-trays-white-grey-orange-s19480392/,Yes,"Storage combination with box/trays, white grey/orange,",Unknown,,,
29424046,SKYTTA / MEHAMN/AULI,Wardrobes,"SR2,350","SR2,400",TRUE,https://www.ikea.com/sa/en/p/skytta-mehamn-auli-sliding-door-combination-white-white-stained-oak-effect-mirror-glass-s29424046/,No,"Sliding door combination, white/white stained oak effect mirror glass,",Unknown,,,
69265917,HAVSTA,Cabinets & cupboards,"SR3,240",No old price,TRUE,https://www.ikea.com/sa/en/p/havsta-storage-comb-w-sliding-glass-doors-white-s69265917/,Yes,"Storage comb w sliding glass doors, white,",IKEA of Sweden,,,
9336569,HEMNES,TV & media furniture,"SR4,539",No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-tv-storage-combination-black-brown-light-brown-clear-glass-s09336569/,Yes,"TV storage combination, black-brown/light brown clear glass,",Carina Bengs,,,
79437763,BESTÅ / EKET,TV & media furniture,"SR2,923",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-white-stained-oak-effect-s79437763/,No,"Cabinet combination for TV, white/white stained oak effect,",Unknown,,,
40351246,BESTÅ,Cabinets & cupboards,SR100,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-drawer-frame-black-brown-40351246/,Yes,"Drawer frame, black-brown,",IKEA of Sweden,40,15,60
60514959,CIRKUSTÄLT,Children's furniture,SR99,No old price,TRUE,https://www.ikea.com/sa/en/p/cirkustaelt-childrens-tent-60514959/,No,Children's tent,IKEA of Sweden,,120,
10494020,SUNDVIK,Children's furniture,SR145,No old price,TRUE,https://www.ikea.com/sa/en/p/sundvik-childrens-chair-grey-10494020/,Yes,"Children's chair, grey",IKEA of Sweden,26,29,28
29406924,BESTÅ,TV & media furniture,"SR4,110",No old price,FALSE,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-white-hanviken-white-clear-glass-s29406924/,Yes,"TV storage combination/glass doors, white/Hanviken white clear glass,",Unknown,,,
39247171,HEMNES,Beds,"SR2,245",SR300,TRUE,https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-4-storage-boxes-grey-stained-s39247171/,Yes,"Bed frame with 4 storage boxes, grey stained,",IKEA of Sweden,,,
69390879,SMÅSTAD,Nursery furniture,SR884,SR909,TRUE,https://www.ikea.com/sa/en/p/smastad-wardrobe-white-pale-pink-with-2-clothes-rails-s69390879/,Yes,"Wardrobe, white pale pink/with 2 clothes rails,",Unknown,,,
80425641,FRÖSET,Armchairs & chaise longues,SR595,No old price,TRUE,https://www.ikea.com/sa/en/p/froeset-easy-chair-white-stained-oak-veneer-80425641/,Yes,"Easy chair, white stained oak veneer",S Fager/H Preutz,46,38,59
49395788,IVAR,Cabinets & cupboards,"SR2,005",SR5,TRUE,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-doors-pine-s49395788/,No,"Shelving unit with doors, pine,",Unknown,,,
49480343,TROFAST,Nursery furniture,SR140,SR150,TRUE,https://www.ikea.com/sa/en/p/trofast-wall-storage-white-dark-grey-s49480343/,Yes,"Wall storage, white/dark grey,",Unknown,,,
10441729,FLOTTEBO,Armchairs & chaise longues,SR490,No old price,TRUE,https://www.ikea.com/sa/en/p/flottebo-cover-sofa-bed-vissle-purple-10441729/,No,"Cover sofa-bed, Vissle purple,",Unknown,,,90
60400745,YNGVAR,Dining furniture,SR649,No old price,TRUE,https://www.ikea.com/sa/en/p/yngvar-bar-stool-anthracite-60400745/,No,"Bar stool, anthracite,",IKEA of Sweden,51,99,53
79490755,EKET,Bookcases & shelving units,"SR3,168",No old price,FALSE,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-legs-white-light-grey-dark-grey-walnut-effect-s79490755/,No,"Cabinet combination with legs, white light grey/dark grey/walnut effect,",Unknown,,,
30533501,EKENÄSET,Sofas,"SR1,495",No old price,TRUE,https://www.ikea.com/sa/en/p/ekenaeset-2-seat-sofa-kilanda-light-beige-30533501/,Yes,"2-seat sofa, Kilanda light beige",IKEA of Sweden,50,63,110
49389607,ESPEVÄR/VALEVÅG,Beds,"SR3,670",No old price,TRUE,https://www.ikea.com/sa/en/p/espevaer-valevag-divan-bed-white-firm-light-blue-s49389607/,No,"Divan bed, white/firm light blue,",IKEA of Sweden/Ola Wihlborg/Paulin Machado,,,
69516770,MÖRBYLÅNGA / KARLPETTER,Furniture sets,"SR4,059",No old price,TRUE,https://www.ikea.com/sa/en/p/moerbylanga-karlpetter-table-and-4-chairs-oak-veneer-brown-stained-gunnared-medium-grey-chrome-plated-s69516770/,No,"Table and 4 chairs, oak veneer brown stained/Gunnared medium grey chrome-plated,",Unknown,,,
10468243,SMEVIKEN,Cabinets & cupboards,SR250,SR45,TRUE,https://www.ikea.com/sa/en/p/smeviken-door-white-10468243/,No,"Door, white,",IKEA of Sweden,,64,60
10533535,EKENÄSET,Armchairs & chaise longues,"SR1,195",No old price,TRUE,https://www.ikea.com/sa/en/p/ekenaeset-bench-jonsbyn-black-10533535/,No,"Bench, Jonsbyn black,",IKEA of Sweden,48,40,112
39495081,EKET,Cabinets & cupboards,SR797,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-light-grey-s39495081/,Yes,"Cabinet combination with feet, dark grey/light grey,",Unknown,,,
59411009,BESTÅ,TV & media furniture,"SR5,378",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass-s59411009/,Yes,"TV storage combination/glass doors, white/Lappviken white clear glass,",Unknown,,,
39286718,TÄRNÖ,Outdoor furniture,SR389,No old price,FALSE,https://www.ikea.com/sa/en/p/taernoe-table-2-chairs-outdoor-black-light-brown-stained-kuddarna-beige-s39286718/,Yes,"Table+2 chairs, outdoor, black/light brown stained/Kuddarna beige",IKEA of Sweden,,,
472622,VRETSTORP,Armchairs & chaise longues,SR895,No old price,TRUE,https://www.ikea.com/sa/en/p/vretstorp-cover-for-3-seat-sofa-bed-remmarn-light-grey-00472622/,No,"Cover for 3-seat sofa-bed, Remmarn light grey",IKEA of Sweden,57,8,37
9389609,ESPEVÄR/VATNESTRÖM,Beds,"SR5,970",No old price,TRUE,https://www.ikea.com/sa/en/p/espevaer-vatnestroem-divan-bed-white-firm-natural-s09389609/,No,"Divan bed, white/firm natural,",IKEA of Sweden/Ola Wihlborg,,,
10543049,SPINNROCK,Cabinets & cupboards,SR25,No old price,TRUE,https://www.ikea.com/sa/en/p/spinnrock-box-with-compartments-white-10543049/,No,"Box with compartments, white,",Mia Cullin,25,10,16
20371764,HEMNES,Bookcases & shelving units,"SR1,249",No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-bookcase-black-brown-20371764/,Yes,"Bookcase, black-brown,",Carina Bengs,37,197,90
30365159,GALANT,Chests of drawers & drawer units,"SR2,295",No old price,TRUE,https://www.ikea.com/sa/en/p/galant-drawer-unit-black-stained-ash-veneer-30365159/,Yes,"Drawer unit, black stained ash veneer,",K Malmvall/E Lilja Löwenhielm,45,80,80
79407313,NORDVIKEN / BERGMUND,Dining furniture,"SR3,635",No old price,TRUE,https://www.ikea.com/sa/en/p/nordviken-bergmund-table-and-4-chairs-white-rommele-dark-blue-white-s79407313/,Yes,"Table and 4 chairs, white/Rommele dark blue/white,",Unknown,,,
70483429,ALEX,Chests of drawers & drawer units,SR749,No old price,TRUE,https://www.ikea.com/sa/en/p/alex-drawer-unit-on-castors-black-brown-70483429/,Yes,"Drawer unit on castors, black-brown,",Johanna Asshoff,48,66,67
20525549,ESSEBODA,Armchairs & chaise longues,SR100,No old price,TRUE,https://www.ikea.com/sa/en/p/esseboda-legs-for-sofa-birch-20525549/,Yes,"Legs for sofa, birch",Unknown,,12,
49537759,TROTTEN / MATCHSPEL,Gaming furniture,"SR1,590",No old price,TRUE,https://www.ikea.com/sa/en/p/trotten-matchspel-desk-and-chair-white-light-grey-s49537759/,Yes,"Desk and chair, white/light grey",Unknown,,,
49332362,BOAXEL,Bookcases & shelving units,SR485,No old price,TRUE,https://www.ikea.com/sa/en/p/boaxel-wardrobe-combination-white-s49332362/,No,"Wardrobe combination, white,",IKEA of Sweden,,,
60403602,MALM,Chests of drawers & drawer units,SR829,No old price,TRUE,https://www.ikea.com/sa/en/p/malm-chest-of-6-drawers-white-60403602/,Yes,"Chest of 6 drawers, white,",IKEA of Sweden,48,123,80
547062,MÅNHULT,Dining furniture,SR229,No old price,TRUE,https://www.ikea.com/sa/en/p/manhult-chair-black-hakebo-yellow-brown-00547062/,Yes,"Chair, black/Hakebo yellow-brown",Zhelin Lian,53,46,44
50078464,PELLO,Armchairs & chaise longues,SR299,No old price,TRUE,https://www.ikea.com/sa/en/p/pello-armchair-holmby-natural-50078464/,No,"Armchair, Holmby natural",IKEA of Sweden,50,37,55
19266033,HAVSTA,Cabinets & cupboards,"SR3,623",No old price,TRUE,https://www.ikea.com/sa/en/p/havsta-storage-comb-w-sliding-glass-doors-white-s19266033/,Yes,"Storage comb w sliding glass doors, white,",IKEA of Sweden,,,
19399033,VIMLE,Sofas,"SR3,415",No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-gunnared-beige-s19399033/,Yes,"3-seat sofa, Gunnared beige",Unknown,,,
9419060,VIMLE,Beds,"SR6,425",No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-wide-armrests-hallarp-beige-s09419060/,Yes,"3-seat sofa-bed, with wide armrests/Hallarp beige",Unknown,,,
99406708,BESTÅ,TV & media furniture,"SR4,019",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-lappviken-black-brown-clear-glass-s99406708/,Yes,"TV storage combination/glass doors, black-brown/Lappviken black-brown clear glass,",Unknown,,,
89440717,BESTÅ / EKET,TV & media furniture,"SR2,514",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-light-green-light-grey-brown-s89440717/,No,"Cabinet combination for TV, white/light green/light grey-brown,",Unknown,,,
99436767,LAGKAPTEN/ELDBERGET / VITTSJÖ,Tables & desks,SR838,No old price,TRUE,https://www.ikea.com/sa/en/p/lagkapten-eldberget-vittsjoe-desk-and-storage-combination-and-swivel-chair-black-brown-dark-grey-s99436767/,No,"Desk and storage combination, and swivel chair black-brown/dark grey",Unknown,,,
59432988,PAX / MEHAMN/AULI,Wardrobes,"SR2,975","SR3,150",TRUE,https://www.ikea.com/sa/en/p/pax-mehamn-auli-wardrobe-combination-white-double-sided-white-mirror-glass-s59432988/,Yes,"Wardrobe combination, white double sided/white mirror glass,",Unknown,,,
565211,EKTORP,Armchairs & chaise longues,SR395,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-cover-for-3-seat-sofa-hakebo-grey-green-00565211/,Yes,"Cover for 3-seat sofa, Hakebo grey-green",IKEA of Sweden,57,13,37
49436920,PLATSA,Cabinets & cupboards,"SR5,785","SR5,935",TRUE,https://www.ikea.com/sa/en/p/platsa-wardrobe-w-6-doors-white-straumen-mirror-glass-fonnes-white-s49436920/,No,"Wardrobe w 6 doors, white STRAUMEN mirror glass /FONNES white,",Unknown,,,
70489855,ANTILOP,Nursery furniture,SR30,SR59,TRUE,https://www.ikea.com/sa/en/p/antilop-highchair-tray-pink-70489855/,No,"Highchair tray, pink",IKEA of Sweden,42,,42
59408969,GRÖNLID,Sofas,"SR3,095",No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-ljungen-light-red-s59408969/,Yes,"2-seat sofa, Ljungen light red",Unknown,,,
19297685,JONAXEL,Wardrobes,"SR1,395",No old price,TRUE,https://www.ikea.com/sa/en/p/jonaxel-open-storage-combination-white-s19297685/,No,"Open storage combination, white,",IKEA of Sweden,,,
79324370,BESTÅ,TV & media furniture,"SR1,220",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-white-selsviken-high-gloss-white-s79324370/,Yes,"TV bench with drawers, white/Selsviken high-gloss/white,",IKEA of Sweden,,,
89324826,BESTÅ,"Sideboards, buffets & console tables","SR1,505",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-storage-combination-w-doors-drawers-black-brown-kallviken-dark-grey-concrete-effect-s89324826/,Yes,"Storage combination w doors/drawers, black-brown Kallviken/dark grey concrete effect,",IKEA of Sweden,,,
99329197,BESTÅ,TV & media furniture,"SR1,715",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-white-lappviken-stubbarp-white-clear-glass-s99329197/,Yes,"TV bench, white/Lappviken/Stubbarp white clear glass,",IKEA of Sweden/Marcus Arvonen,,,
60490449,GLADSTAD,Beds,"SR1,245",No old price,TRUE,https://www.ikea.com/sa/en/p/gladstad-upholstered-bed-frame-kabusa-light-grey-60490449/,No,"Upholstered bed frame, Kabusa light grey,",Ola Wihlborg,200,95,140
99399901,VIMLE,Armchairs & chaise longues,"SR2,675",No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-chaise-longue-hallarp-beige-s99399901/,Yes,"Chaise longue, Hallarp beige",Unknown,,,
80507608,MATCHSPEL,Gaming furniture,SR995,No old price,TRUE,https://www.ikea.com/sa/en/p/matchspel-gaming-chair-bomstad-black-80507608/,Yes,"Gaming chair, Bomstad black",Jon Karlsson,48,47,66
19422180,BESTÅ,TV & media furniture,"SR1,510",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-black-brown-hedeviken-dark-brown-oak-veneer-s19422180/,Yes,"TV bench with doors, black-brown Hedeviken/dark brown oak veneer,",Unknown,,,
49429745,PAX / FARDAL,Wardrobes,"SR2,435","SR2,650",FALSE,https://www.ikea.com/sa/en/p/pax-fardal-wardrobe-combination-white-high-gloss-white-s49429745/,No,"Wardrobe combination, white/high-gloss white,",Unknown,,,
59175955,MALM,Beds,,No old price,TRUE,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s59175955/,Yes,"Bed frame, high, w 2 storage boxes, white,",Eva Lilja Löwenhielm/IKEA of Sweden,,,
90214308,MICKE,Tables & desks,SR699,No old price,TRUE,https://www.ikea.com/sa/en/p/micke-desk-white-90214308/,Yes,"Desk, white,",Henrik Preutz,50,75,142
